"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"AU-ER-002799","Adult-Use Entity Registration - License","Michigan Green Life LLC",,"03/15/2024","Active - Main Prequalified",,,
"AU-ER-002835","Adult-Use Entity Registration - License","TC MI Ann Arbor 2, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002724","Adult-Use Entity Registration - License","HADSUN, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002757","Adult-Use Entity Registration - License","Five Buds Cannabis Company, LLC",,"03/15/2024","Active - Main Prequalified",,,
"AU-ER-002800","Adult-Use Entity Registration - License","Michigan Green Pioneers L.L.C.",,"03/15/2024","Active - Main Prequalified",,,
"AU-ER-002782","Adult-Use Entity Registration - License","Tripp Provisions, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-P-000255","Marihuana Processor - License","Sugars Refinery, LLC","495 Worden South ST, Marcellus MI 49067","03/14/2023","License Void",,,
"AU-MEO-000149","Marihuana Event Organizer - License","Mi Seed Bar","3417 Brae Burn DR, Lansing MI 48911","03/14/2023","License Void",,,
"AU-ER-002668","Adult-Use Entity Registration - License","RCOZ LLC",,"03/14/2024","Active - Main Prequalified",,,
"AU-G-B-000186","Class B Marihuana Grower - License","Epic Roots LLC","2103 Riggs AVE, Warren MI 48091","10/19/2023","Active",,,
"AU-ER-002653","Adult-Use Entity Registration - License","Blue Rain Firm, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002756","Adult-Use Entity Registration - License","TGMD, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002507","Adult-Use Entity Registration - License","Trios Cultivation, LLC",,"03/11/2024","Active - Main Prequalified",,,
"AU-ER-002133","Adult-Use Entity Registration - License","ABC Industry, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000665","Marihuana Retailer - License","The WellFlower Ypsilanti, LLC","1820 Washtenaw AVE, Ypsilanti MI 48197","03/11/2024","Active",,,
"AU-R-000657","Marihuana Retailer - License","JARS Cannabis","26700 Liberal ST Suite 1, Center Line MI 48015","08/07/2023","Active","Home Delivery - Approved",,
"AU-G-B-000190","Class B Marihuana Grower - License","Givingtrees","1008 East 10 Mile RD, Hazel Park MI 48030","03/23/2024","Active",,,
"AU-R-000647","Marihuana Retailer - License","Courtside Gardens","1321 Court ST, Saginaw MI 48602","02/19/2024","Active",,,
"AU-ER-002612","Adult-Use Entity Registration - License","LOUD MIAMI, LLC",,"03/11/2024","Active - Main Prequalified",,,
"AU-ER-002400","Adult-Use Entity Registration - License","BB Bangor, LLC",,"03/11/2024","Active - Main Prequalified",,,
"AU-ER-002687","Adult-Use Entity Registration - License","CW-MI-LAP-14500 LLC",,"03/11/2024","Active - Main Prequalified",,,
"AU-ER-002823","Adult-Use Entity Registration - License","QPS 20327 Groesbeck LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-MEO-000148","Marihuana Event Organizer - License","Authentic 231","74 Arthur ST, Manistee MI 49660","11/17/2023","Active",,,
"AU-P-000257","Marihuana Processor - License","Legit Labs","1200 Mason CT, Webberville MI 48892","03/10/2024","Active",,,
"AU-P-000253","Marihuana Processor - License","Ferndale Maize LLC","163 Premier DR Bldg A, Orion Charter Township MI 48359","03/10/2024","Active",,,
"AU-P-000267","Marihuana Processor - License","RR PROCESS LLC","75 E Anchor ST, River Rouge MI 48218","03/10/2024","Active",,,
"AU-ER-002803","Adult-Use Entity Registration - License","The Great Green North, LLC",,"03/10/2024","Active - Main Prequalified",,,
"AU-G-C-000706","Class C Marihuana Grower - License","Faded Acres LLC","3624 Quade HWY, Rogers City MI 49779","03/09/2024","Active",,,
"AU-ER-002487","Adult-Use Entity Registration - License","Trader 420 LLC",,"03/09/2024","Active - Main Prequalified",,,
"AU-ER-002347","Adult-Use Entity Registration - License","Medcanna LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002410","Adult-Use Entity Registration - License","SJ Crop LLC",,"03/09/2024","Active - Main Prequalified",,,
"AU-ER-002613","Adult-Use Entity Registration - License","Mari's Wonderland LLC",,"03/08/2024","Active - Main Prequalified",,,
"AU-ER-002753","Adult-Use Entity Registration - License","Currier, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002781","Adult-Use Entity Registration - License","Wonka Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000650","Marihuana Retailer - License","New Standard Whitehall","812 East Colby ST Unit A, Whitehall MI 49461","01/08/2024","Active","Home Delivery - Approved",,
"AU-P-000258","Marihuana Processor - License","Layercake Farms 2 LLC","1850 Parmenter RD, Corunna MI 48817","06/09/2023","Suspended",,,
"AU-ER-002774","Adult-Use Entity Registration - License","Lapeer's A&B LLC",,"03/08/2024","Active - Main Prequalified",,,
"AU-ER-002701","Adult-Use Entity Registration - License","NORTH KINE, LLC",,"03/08/2024","Active - Main Prequalified",,,
"AU-R-000670","Marihuana Retailer - License","Cloud Cannabis Company","710 Edelweiss Village PKWY, Gaylord MI 49735","06/22/2023","License Void","Home Delivery - Approved","Public Documents Available",
"AU-G-B-000187","Class B Marihuana Grower - License","Motor City Oasis LLC","18 Enterprise DR, Vassar MI 48768","01/25/2024","Active",,,
"AU-G-C-000705","Class C Marihuana Grower - License","Leela Herb Company","406 S. Park DR, Kalkaska MI 49646","03/07/2024","Active",,"Public Documents Available",
"AU-G-C-000701","Class C Marihuana Grower - License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","03/01/2024","Active",,,
"AU-G-C-000686","Class C Marihuana Grower - License","Six Labs","795 Eden WAY Suite A, Chesaning MI 48616","05/07/2024","Active",,,
"AU-R-000658","Marihuana Retailer - License","Grand Slam Holdings, LLC","5508 South Cedar ST, Lansing MI 48911","03/04/2024","Active",,,
"AU-ER-002708","Adult-Use Entity Registration - License","Wolverine-Buckeye Enterprises, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002767","Adult-Use Entity Registration - License","Green Aisle LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002790","Adult-Use Entity Registration - License","PAGRATI ENTERPRISES LLC",,"03/04/2024","Active - Main Prequalified",,,
"AU-ER-002718","Adult-Use Entity Registration - License","Betty Corporation",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002783","Adult-Use Entity Registration - License","Good Nature Cannabis Company LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002758","Adult-Use Entity Registration - License","GCBB LLC",,"03/04/2024","Active - Main Prequalified",,,
"AU-ER-002709","Adult-Use Entity Registration - License","A & H Partners LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000674","Class C Marihuana Grower - License","Great Lakes Natural Solutions LLC","265 CRANDALL PKWY, Village of Lawrence MI 49064","03/03/2024","Active",,,
"AU-TME-000116","Temporary Marihuana Event - License","420 Cannabis Festival","201 E Shiawassee ST, Lansing MI 48933","04/23/2022","Closed",,,
"AU-R-000666","Marihuana Retailer - License","LIV Cannabis","6285 S Martin Luther King Jr. BLVD, Lansing MI 48911","03/03/2024","Active","Home Delivery - Approved",,
"AU-P-000269","Marihuana Processor - License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","03/03/2024","Active",,,
"AU-G-C-000702","Class C Marihuana Grower - License","Fawn River Cultivation Company LLC","621 Industrial DR, Constantine MI 49042","03/03/2023","Active",,,
"AU-ER-002738","Adult-Use Entity Registration - License","MC3 Botanicals, Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001932","Adult-Use Entity Registration - License","R World Too Enterprise LLP",,"03/03/2024","Active - Main Prequalified",,,
"AU-ER-002403","Adult-Use Entity Registration - License","Spartan Partners Corporation",,"03/03/2024","Active - Main Prequalified",,,
"AU-ER-002537","Adult-Use Entity Registration - License","Arborside Holdings, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000662","Marihuana Retailer - License","Prosper Cannabis Company","621 Industrial DR, Constantine MI 49042","03/03/2023","Active",,"Public Documents Available",
"AU-G-C-000703","Class C Marihuana Grower - License","Fawn River Cultivation Company LLC","621 Industrial DR, Constantine MI 49042","03/03/2023","Active",,,
"AU-ER-002689","Adult-Use Entity Registration - License","Bloomhill, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002755","Adult-Use Entity Registration - License","Brooks-Sturmer Co., LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-SC-000124","Marihuana Safety Compliance Facility - License","Prism Triangle LLC","850 Ladd RD Bldg B, Walled Lake MI 48390","03/02/2024","Active",,,
"AU-ER-002719","Adult-Use Entity Registration - License","3 Green, LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-P-000251","Marihuana Processor - License","TAS Asset Holdings LLC","919 Filley ST Suite A, Lansing MI 48906","04/17/2023","License Void",,"Public Documents Available",
"AU-ER-002592","Adult-Use Entity Registration - License","Fuel Cannabis LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-ER-002320","Adult-Use Entity Registration - License","Apex Regional Farms, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002773","Adult-Use Entity Registration - License","AAA-1 Investment, LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-G-C-000700","Class C Marihuana Grower - License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","03/01/2024","Active",,,
"AU-G-C-000699","Class C Marihuana Grower - License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","03/01/2024","Active",,,
"AU-R-000648","Marihuana Retailer - License","The Dime Shop","1525 Broadway ST, Bay City MI 48708","03/01/2024","Active","Home Delivery - Approved",,
"AU-G-C-000698","Class C Marihuana Grower - License","Level Up Investments II, LLC","21001 Groesbeck HWY Suite D, Warren MI 48089","03/01/2024","Active",,,
"AU-ER-002700","Adult-Use Entity Registration - License","Crazy Petes Gardens, L.L.C.",,"03/01/2024","Active - Main Prequalified",,,
"AU-ER-002356","Adult-Use Entity Registration - License","Greencraft, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002546","Adult-Use Entity Registration - License","ANNIN973 LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-ER-002634","Adult-Use Entity Registration - License","HMG 21, Inc",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002593","Adult-Use Entity Registration - License","Green Sky Holdings, LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-ER-002715","Adult-Use Entity Registration - License","Forrest Secure Transport, LLC",,"03/01/2024","Active - Main Prequalified",,,
"AU-G-C-000690","Class C Marihuana Grower - License","Green Michigan USA LLC","4141 N 7 Mile RD, Pinconning MI 48650","03/01/2024","Active",,,
"AU-ER-002694","Adult-Use Entity Registration - License","Oak Canna & Wellness, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000709","Class C Marihuana Grower - License","Northern Michigan Community Enterprises, LLC","1701 Marquette AVE, Bay City MI 48706","02/28/2024","Active",,,
"AU-ER-002299","Adult-Use Entity Registration - License","Grazing in the Grass LLC",,"02/28/2024","Active - Main Prequalified",,,
"AU-G-C-000671","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2024","Active",,,
"AU-G-C-000673","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2024","Active",,,
"AU-G-C-000672","Class C Marihuana Grower - License","Strobel Farms","35731 38th AVE, Paw Paw MI 49079","07/26/2024","Active",,,
"AU-G-B-000184","Class B Marihuana Grower - License","Frosty Trees","84 Snowfield RD, Negaunee MI 49866","02/28/2024","Active",,,
"AU-R-000661","Marihuana Retailer - License","Rush Cannaco","24733 John R RD, Hazel Park MI 48030","02/28/2024","Active",,"Public Documents Available",
"AU-ER-002500","Adult-Use Entity Registration - License","Claudes Enterprises LLC",,"02/25/2024","Active - Main Prequalified",,,
"AU-ER-002740","Adult-Use Entity Registration - License","PJM Processing LLC",,"02/25/2024","Active - Main Prequalified",,,
"AU-ER-002768","Adult-Use Entity Registration - License","JJH LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002732","Adult-Use Entity Registration - License","Native Leaf, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001874","Adult-Use Entity Registration - License","Palmate Solutions LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-002703","Adult-Use Entity Registration - License","Oasis Wellness Center of Niles, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000677","Class C Marihuana Grower - License","WCR Development LLC","2611 Nodular DR, Saginaw MI 48601","02/25/2024","Active",,,
"AU-ER-002742","Adult-Use Entity Registration - License","Esho Ventures, LLC",,"02/25/2024","Active - Main Prequalified",,,
"AU-ER-002665","Adult-Use Entity Registration - License","Emerald Testing Lab LLC",,"02/25/2024","Active - Main Prequalified",,,
"AU-ER-002654","Adult-Use Entity Registration - License","Good Life Brands LLC",,"02/25/2024","Active - Main Prequalified",,,
"AU-R-000656","Marihuana Retailer - License","Crave Cannabis","1100 South Monroe ST, Monroe MI 48161","02/24/2024","Active","Home Delivery - Approved",,
"AU-ER-002508","Adult-Use Entity Registration - License","MDMS Group LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-000682","Class C Marihuana Grower - License","Aspen Extreme, LLC","26403 Groesbeck HWY, Warren MI 48089","02/24/2024","Active",,,
"AU-ER-002283","Adult-Use Entity Registration - License","Green Theory Grow LLC",,"02/24/2024","Active - Main Prequalified",,,
"AU-ER-002561","Adult-Use Entity Registration - License","Arbor Botanicals Management LLC",,"02/24/2024","Active - Main Prequalified",,,
"AU-R-000653","Marihuana Retailer - License","Endo","307 E Beecher ST, Adrian MI 49221","11/03/2023","Active",,,
"AU-R-000643","Marihuana Retailer - License","Herbal Solutions","124 W. Michigan AVE, Ypsilanti MI 48197","02/24/2024","Active","Home Delivery - Approved",,
"AU-R-000626","Marihuana Retailer - License","The Grove","26352 Lawrence AVE, Center Line MI 48015","02/24/2024","Active",,"Public Documents Available",
"AU-G-C-000689","Class C Marihuana Grower - License","Agro Tek of Michigan Inc","1160 E Pinconning RD, Pinconning MI 48650","02/24/2024","Active",,,
"AU-R-000644","Marihuana Retailer - License","The Green Door Burr Oak, Inc.","253 S. Third ST, Burr Oak MI 49030","02/23/2023","License Void",,,
"AU-MEO-000146","Marihuana Event Organizer - License","TAS Asset Holdings LLC","428 N. Cedar ST, Lansing MI 48912","04/17/2023","License Void",,,
"AU-ER-002554","Adult-Use Entity Registration - License","The Hanging Garden Farms LLC",,"02/23/2024","Active - Main Prequalified",,,
"AU-R-000645","Marihuana Retailer - License","EZ Medz","9359 N. Dort HWY, Mt. Morris MI 48458","02/23/2024","Active","Home Delivery - Approved",,
"AU-ER-002731","Adult-Use Entity Registration - License","JNH Enterprises, LLC",,"02/23/2024","Active - Main Prequalified",,,
"AU-G-EX-000252","Excess Marihuana Grower - License","One Garden","23775 Hoover RD, Warren MI 48089","06/19/2024","Active",,,
"AU-G-EX-000251","Excess Marihuana Grower - License","One Garden","23775 Hoover RD, Warren MI 48089","06/19/2024","Active",,,
"AU-G-EX-000250","Excess Marihuana Grower - License","One Garden","23775 Hoover RD, Warren MI 48089","06/19/2024","Active",,,
"AU-G-EX-000249","Excess Marihuana Grower - License","One Garden","23775 Hoover RD, Warren MI 48089","06/19/2024","Active",,,
"AU-ER-002463","Adult-Use Entity Registration - License","AGE Transportation LLC",,"02/23/2024","Active - Main Prequalified",,,
"AU-ER-002702","Adult-Use Entity Registration - License","Enterprise Plus, LLC",,"02/23/2024","Active - Main Prequalified",,,
"AU-ER-002692","Adult-Use Entity Registration - License","RSD of Michigan, Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-001457","Adult-Use Entity Registration - License","Emerald Thumb LLC",,"12/31/2099","Active - Main Prequalified",,,
